indexNumber,time,latitude,longitude,resultNumber
33,2021-06-21 01:28:14.107374,-19.572715,147.12863000000021,8
34,2021-06-21 01:28:14.207770,-19.572715,147.12865000000022,6
35,2021-06-21 01:28:14.312928,-19.572715,147.12867000000023,4
36,2021-06-21 01:28:14.418155,-19.572715,147.12869000000023,6
37,2021-06-21 01:28:14.518624,-19.572715,147.12871000000024,7
38,2021-06-21 01:28:14.620372,-19.572715,147.12873000000025,10
39,2021-06-21 01:28:14.721747,-19.572715,147.12875000000025,7
40,2021-06-21 01:28:14.826573,-19.572715,147.12877000000026,8
41,2021-06-21 01:28:14.931339,-19.572715,147.12879000000027,6
42,2021-06-21 01:28:15.035350,-19.572715,147.12881000000027,8
43,2021-06-21 01:28:15.135969,-19.572715,147.12883000000028,11
44,2021-06-21 01:28:15.236877,-19.572715,147.12885000000028,9
45,2021-06-21 01:28:15.337347,-19.572715,147.1288700000003,4
0,2021-06-21 01:29:35.513695,-19.572735,147.12795,8
1,2021-06-21 01:29:35.514103,-19.572735,147.12797,6
2,2021-06-21 01:29:35.616168,-19.572735,147.12799,10
3,2021-06-21 01:29:35.721656,-19.572735,147.12801000000002,6
4,2021-06-21 01:29:35.824054,-19.572735,147.12803000000002,9
5,2021-06-21 01:29:35.928092,-19.572735,147.12805000000003,6
6,2021-06-21 01:29:36.028526,-19.572735,147.12807000000004,7
7,2021-06-21 01:29:36.133103,-19.572735,147.12809000000004,8
8,2021-06-21 01:29:36.233886,-19.572735,147.12811000000005,7
9,2021-06-21 01:29:36.336815,-19.572735,147.12813000000006,10
10,2021-06-21 01:29:36.440988,-19.572735,147.12815000000006,7
11,2021-06-21 01:29:36.541812,-19.572735,147.12817000000007,13
12,2021-06-21 01:29:36.645786,-19.572735,147.12819000000007,10
13,2021-06-21 01:29:36.749135,-19.572735,147.12821000000008,8
14,2021-06-21 01:29:36.853773,-19.572735,147.1282300000001,5
15,2021-06-21 01:29:36.958099,-19.572735,147.1282500000001,12
16,2021-06-21 01:29:37.058868,-19.572735,147.1282700000001,7
17,2021-06-21 01:29:37.164540,-19.572735,147.1282900000001,12
18,2021-06-21 01:29:37.267719,-19.572735,147.1283100000001,8
19,2021-06-21 01:29:37.368153,-19.572735,147.12833000000012,9
20,2021-06-21 01:29:37.469790,-19.572735,147.12835000000013,8
21,2021-06-21 01:29:37.573111,-19.572735,147.12837000000013,9
22,2021-06-21 01:29:37.677497,-19.572735,147.12839000000014,8
23,2021-06-21 01:29:37.781453,-19.572735,147.12841000000014,4
24,2021-06-21 01:29:37.882395,-19.572735,147.12843000000015,6
25,2021-06-21 01:29:37.985368,-19.572735,147.12845000000016,9
26,2021-06-21 01:29:38.086344,-19.572735,147.12847000000016,7
27,2021-06-21 01:29:38.188185,-19.572735,147.12849000000017,7
28,2021-06-21 01:29:38.293755,-19.572735,147.12851000000018,8
29,2021-06-21 01:29:38.394410,-19.572735,147.12853000000018,9
30,2021-06-21 01:29:38.498755,-19.572735,147.1285500000002,6
31,2021-06-21 01:29:38.599302,-19.572735,147.1285700000002,10
32,2021-06-21 01:29:38.700308,-19.572735,147.1285900000002,8
33,2021-06-21 01:29:38.804090,-19.572735,147.1286100000002,11
34,2021-06-21 01:29:38.906078,-19.572735,147.12863000000021,10
35,2021-06-21 01:29:39.009493,-19.572735,147.12865000000022,6
36,2021-06-21 01:29:39.110200,-19.572735,147.12867000000023,10
37,2021-06-21 01:29:39.215306,-19.572735,147.12869000000023,5
38,2021-06-21 01:29:39.316325,-19.572735,147.12871000000024,6
39,2021-06-21 01:29:39.420602,-19.572735,147.12873000000025,4
40,2021-06-21 01:29:39.521721,-19.572735,147.12875000000025,5
41,2021-06-21 01:29:39.622281,-19.572735,147.12877000000026,4
42,2021-06-21 01:29:39.724260,-19.572735,147.12879000000027,11
43,2021-06-21 01:29:39.824773,-19.572735,147.12881000000027,4
44,2021-06-21 01:29:39.927699,-19.572735,147.12883000000028,11
45,2021-06-21 01:29:40.031761,-19.572735,147.12885000000028,8
0,2021-06-21 01:30:11.070577,-19.572755,147.12793000000002,8
1,2021-06-21 01:30:11.071017,-19.572755,147.12795000000003,10
2,2021-06-21 01:30:11.173702,-19.572755,147.12797000000003,9
3,2021-06-21 01:30:11.276202,-19.572755,147.12799000000004,8
4,2021-06-21 01:30:11.376836,-19.572755,147.12801000000005,9
5,2021-06-21 01:30:11.482454,-19.572755,147.12803000000005,9
6,2021-06-21 01:30:11.584765,-19.572755,147.12805000000006,9
7,2021-06-21 01:30:11.685211,-19.572755,147.12807000000006,7
8,2021-06-21 01:30:11.789144,-19.572755,147.12809000000007,10
9,2021-06-21 01:30:11.889840,-19.572755,147.12811000000008,10
10,2021-06-21 01:30:11.990195,-19.572755,147.12813000000008,8
11,2021-06-21 01:30:12.117228,-19.572755,147.1281500000001,11
12,2021-06-21 01:30:12.218306,-19.572755,147.1281700000001,5
13,2021-06-21 01:30:12.318789,-19.572755,147.1281900000001,10
14,2021-06-21 01:30:12.422910,-19.572755,147.1282100000001,7
15,2021-06-21 01:30:12.526182,-19.572755,147.12823000000012,8
16,2021-06-21 01:30:12.627343,-19.572755,147.12825000000012,4
17,2021-06-21 01:30:12.732223,-19.572755,147.12827000000013,3
18,2021-06-21 01:30:12.833345,-19.572755,147.12829000000013,4
19,2021-06-21 01:30:12.935598,-19.572755,147.12831000000014,6
20,2021-06-21 01:30:13.043399,-19.572755,147.12833000000015,4
21,2021-06-21 01:30:13.148921,-19.572755,147.12835000000015,12
22,2021-06-21 01:30:13.250069,-19.572755,147.12837000000016,6
23,2021-06-21 01:30:13.350846,-19.572755,147.12839000000017,9
24,2021-06-21 01:30:13.451432,-19.572755,147.12841000000017,7
25,2021-06-21 01:30:13.552429,-19.572755,147.12843000000018,6
26,2021-06-21 01:30:13.653025,-19.572755,147.12845000000019,6
27,2021-06-21 01:30:13.756809,-19.572755,147.1284700000002,8
28,2021-06-21 01:30:13.857258,-19.572755,147.1284900000002,6
29,2021-06-21 01:30:13.960829,-19.572755,147.1285100000002,7
30,2021-06-21 01:30:14.065340,-19.572755,147.1285300000002,8
31,2021-06-21 01:30:14.169164,-19.572755,147.12855000000022,7
32,2021-06-21 01:30:14.269709,-19.572755,147.12857000000022,10
33,2021-06-21 01:30:14.370163,-19.572755,147.12859000000023,11
34,2021-06-21 01:30:14.470611,-19.572755,147.12861000000024,10
35,2021-06-21 01:30:14.574359,-19.572755,147.12863000000024,7
36,2021-06-21 01:30:14.676384,-19.572755,147.12865000000025,7
37,2021-06-21 01:30:14.776866,-19.572755,147.12867000000026,5
38,2021-06-21 01:30:14.882376,-19.572755,147.12869000000026,9
39,2021-06-21 01:30:14.986611,-19.572755,147.12871000000027,9
40,2021-06-21 01:30:15.090606,-19.572755,147.12873000000027,8
41,2021-06-21 01:30:15.195001,-19.572755,147.12875000000028,10
42,2021-06-21 01:30:15.298537,-19.572755,147.1287700000003,11
43,2021-06-21 01:30:15.399324,-19.572755,147.1287900000003,8
44,2021-06-21 01:30:15.500024,-19.572755,147.1288100000003,6
45,2021-06-21 01:30:15.601264,-19.572755,147.1288300000003,5
0,2021-06-21 01:30:56.932215,-19.572775,147.12793000000002,8
1,2021-06-21 01:30:56.932602,-19.572775,147.12795000000003,7
2,2021-06-21 01:30:57.033565,-19.572775,147.12797000000003,11
3,2021-06-21 01:30:57.134073,-19.572775,147.12799000000004,12
4,2021-06-21 01:30:57.234823,-19.572775,147.12801000000005,5
5,2021-06-21 01:30:57.335382,-19.572775,147.12803000000005,3
6,2021-06-21 01:30:57.435953,-19.572775,147.12805000000006,7
7,2021-06-21 01:30:57.536563,-19.572775,147.12807000000006,5
8,2021-06-21 01:30:57.636980,-19.572775,147.12809000000007,4
9,2021-06-21 01:30:57.741381,-19.572775,147.12811000000008,6
10,2021-06-21 01:30:57.845615,-19.572775,147.12813000000008,9
11,2021-06-21 01:30:57.949780,-19.572775,147.1281500000001,9
12,2021-06-21 01:30:58.053233,-19.572775,147.1281700000001,10
13,2021-06-21 01:30:58.153949,-19.572775,147.1281900000001,6
14,2021-06-21 01:30:58.256897,-19.572775,147.1282100000001,11
15,2021-06-21 01:30:58.357238,-19.572775,147.12823000000012,3
16,2021-06-21 01:30:58.461253,-19.572775,147.12825000000012,8
17,2021-06-21 01:30:58.565583,-19.572775,147.12827000000013,9
18,2021-06-21 01:30:58.669853,-19.572775,147.12829000000013,9
19,2021-06-21 01:30:58.770322,-19.572775,147.12831000000014,4
20,2021-06-21 01:30:58.874326,-19.572775,147.12833000000015,8
21,2021-06-21 01:30:58.976311,-19.572775,147.12835000000015,8
22,2021-06-21 01:30:59.081684,-19.572775,147.12837000000016,9
23,2021-06-21 01:30:59.182876,-19.572775,147.12839000000017,5
24,2021-06-21 01:30:59.283771,-19.572775,147.12841000000017,8
25,2021-06-21 01:30:59.385166,-19.572775,147.12843000000018,5
26,2021-06-21 01:30:59.489721,-19.572775,147.12845000000019,9
27,2021-06-21 01:30:59.590277,-19.572775,147.1284700000002,7
28,2021-06-21 01:30:59.695709,-19.572775,147.1284900000002,6
29,2021-06-21 01:30:59.799427,-19.572775,147.1285100000002,7
30,2021-06-21 01:30:59.900419,-19.572775,147.1285300000002,6
31,2021-06-21 01:31:00.005677,-19.572775,147.12855000000022,5
32,2021-06-21 01:31:00.108769,-19.572775,147.12857000000022,12
33,2021-06-21 01:31:00.214284,-19.572775,147.12859000000023,11
34,2021-06-21 01:31:00.316815,-19.572775,147.12861000000024,6
35,2021-06-21 01:31:00.418549,-19.572775,147.12863000000024,8
36,2021-06-21 01:31:00.520247,-19.572775,147.12865000000025,4
37,2021-06-21 01:31:00.620775,-19.572775,147.12867000000026,7
38,2021-06-21 01:31:00.722226,-19.572775,147.12869000000026,4
39,2021-06-21 01:31:00.823421,-19.572775,147.12871000000027,7
40,2021-06-21 01:31:00.928884,-19.572775,147.12873000000027,6
41,2021-06-21 01:31:01.033575,-19.572775,147.12875000000028,8
42,2021-06-21 01:31:01.156889,-19.572775,147.1287700000003,10
43,2021-06-21 01:31:01.260467,-19.572775,147.1287900000003,8
44,2021-06-21 01:31:01.365043,-19.572775,147.1288100000003,8
45,2021-06-21 01:31:01.466107,-19.572775,147.1288300000003,11
0,2021-06-21 01:31:10.671619,-19.572795,147.12793000000002,8
1,2021-06-21 01:31:10.672021,-19.572795,147.12795000000003,11
2,2021-06-21 01:31:10.773063,-19.572795,147.12797000000003,2
3,2021-06-21 01:31:10.873835,-19.572795,147.12799000000004,11
4,2021-06-21 01:31:10.975064,-19.572795,147.12801000000005,10
5,2021-06-21 01:31:11.077059,-19.572795,147.12803000000005,10
6,2021-06-21 01:31:11.179602,-19.572795,147.12805000000006,11
7,2021-06-21 01:31:11.284036,-19.572795,147.12807000000006,13
8,2021-06-21 01:31:11.386987,-19.572795,147.12809000000007,10
9,2021-06-21 01:31:11.489444,-19.572795,147.12811000000008,5
10,2021-06-21 01:31:11.589994,-19.572795,147.12813000000008,4
11,2021-06-21 01:31:11.691487,-19.572795,147.1281500000001,5
12,2021-06-21 01:31:11.796430,-19.572795,147.1281700000001,13
13,2021-06-21 01:31:11.899789,-19.572795,147.1281900000001,7
14,2021-06-21 01:31:12.001740,-19.572795,147.1282100000001,9
15,2021-06-21 01:31:12.102284,-19.572795,147.12823000000012,10
16,2021-06-21 01:31:12.203763,-19.572795,147.12825000000012,8
17,2021-06-21 01:31:12.308209,-19.572795,147.12827000000013,9
18,2021-06-21 01:31:12.412775,-19.572795,147.12829000000013,11
19,2021-06-21 01:31:12.516301,-19.572795,147.12831000000014,7
20,2021-06-21 01:31:12.618377,-19.572795,147.12833000000015,5
21,2021-06-21 01:31:12.721565,-19.572795,147.12835000000015,12
22,2021-06-21 01:31:12.825555,-19.572795,147.12837000000016,5
23,2021-06-21 01:31:12.928842,-19.572795,147.12839000000017,5
24,2021-06-21 01:31:13.033436,-19.572795,147.12841000000017,8
25,2021-06-21 01:31:13.139022,-19.572795,147.12843000000018,9
26,2021-06-21 01:31:13.239594,-19.572795,147.12845000000019,7
27,2021-06-21 01:31:13.344632,-19.572795,147.1284700000002,8
28,2021-06-21 01:31:13.449103,-19.572795,147.1284900000002,7
29,2021-06-21 01:31:13.554238,-19.572795,147.1285100000002,8
30,2021-06-21 01:31:13.654686,-19.572795,147.1285300000002,12
31,2021-06-21 01:31:13.755343,-19.572795,147.12855000000022,6
32,2021-06-21 01:31:13.855774,-19.572795,147.12857000000022,9
33,2021-06-21 01:31:13.959038,-19.572795,147.12859000000023,13
34,2021-06-21 01:31:14.059785,-19.572795,147.12861000000024,5
35,2021-06-21 01:31:14.160438,-19.572795,147.12863000000024,14
36,2021-06-21 01:31:14.261752,-19.572795,147.12865000000025,9
37,2021-06-21 01:31:14.366211,-19.572795,147.12867000000026,8
38,2021-06-21 01:31:14.470548,-19.572795,147.12869000000026,2
39,2021-06-21 01:31:14.571398,-19.572795,147.12871000000027,8
40,2021-06-21 01:31:14.672653,-19.572795,147.12873000000027,5
41,2021-06-21 01:31:14.773722,-19.572795,147.12875000000028,9
42,2021-06-21 01:31:14.878034,-19.572795,147.1287700000003,11
43,2021-06-21 01:31:14.982623,-19.572795,147.1287900000003,5
44,2021-06-21 01:31:15.083367,-19.572795,147.1288100000003,9
45,2021-06-21 01:31:15.185628,-19.572795,147.1288300000003,8
0,2021-06-21 01:31:31.231467,-19.572815000000002,147.12793000000002,8
1,2021-06-21 01:31:31.231926,-19.572815000000002,147.12795000000003,6
2,2021-06-21 01:31:31.335679,-19.572815000000002,147.12797000000003,5
3,2021-06-21 01:31:31.440141,-19.572815000000002,147.12799000000004,6
4,2021-06-21 01:31:31.541763,-19.572815000000002,147.12801000000005,8
5,2021-06-21 01:31:31.642360,-19.572815000000002,147.12803000000005,5
6,2021-06-21 01:31:31.746806,-19.572815000000002,147.12805000000006,8
7,2021-06-21 01:31:31.848898,-19.572815000000002,147.12807000000006,8
8,2021-06-21 01:31:31.951997,-19.572815000000002,147.12809000000007,7
9,2021-06-21 01:31:32.053719,-19.572815000000002,147.12811000000008,11
10,2021-06-21 01:31:32.156757,-19.572815000000002,147.12813000000008,6
11,2021-06-21 01:31:32.261271,-19.572815000000002,147.1281500000001,10
12,2021-06-21 01:31:32.362426,-19.572815000000002,147.1281700000001,2
13,2021-06-21 01:31:32.464658,-19.572815000000002,147.1281900000001,6
14,2021-06-21 01:31:32.567546,-19.572815000000002,147.1282100000001,10
15,2021-06-21 01:31:32.668292,-19.572815000000002,147.12823000000012,11
16,2021-06-21 01:31:32.768840,-19.572815000000002,147.12825000000012,6
17,2021-06-21 01:31:32.870120,-19.572815000000002,147.12827000000013,6
18,2021-06-21 01:31:32.970837,-19.572815000000002,147.12829000000013,6
19,2021-06-21 01:31:33.072063,-19.572815000000002,147.12831000000014,8
20,2021-06-21 01:31:33.175999,-19.572815000000002,147.12833000000015,11
21,2021-06-21 01:31:33.281579,-19.572815000000002,147.12835000000015,8
22,2021-06-21 01:31:33.385369,-19.572815000000002,147.12837000000016,9
23,2021-06-21 01:31:33.487629,-19.572815000000002,147.12839000000017,7
24,2021-06-21 01:31:33.592169,-19.572815000000002,147.12841000000017,6
25,2021-06-21 01:31:33.692691,-19.572815000000002,147.12843000000018,6
26,2021-06-21 01:31:33.798264,-19.572815000000002,147.12845000000019,8
27,2021-06-21 01:31:33.899718,-19.572815000000002,147.1284700000002,6
28,2021-06-21 01:31:34.001622,-19.572815000000002,147.1284900000002,2
29,2021-06-21 01:31:34.102117,-19.572815000000002,147.1285100000002,7
30,2021-06-21 01:31:34.204269,-19.572815000000002,147.1285300000002,6
31,2021-06-21 01:31:34.305968,-19.572815000000002,147.12855000000022,10
32,2021-06-21 01:31:34.410563,-19.572815000000002,147.12857000000022,10
33,2021-06-21 01:31:34.514057,-19.572815000000002,147.12859000000023,11
34,2021-06-21 01:31:34.615073,-19.572815000000002,147.12861000000024,9
35,2021-06-21 01:31:34.716008,-19.572815000000002,147.12863000000024,12
36,2021-06-21 01:31:34.816952,-19.572815000000002,147.12865000000025,8
37,2021-06-21 01:31:34.917952,-19.572815000000002,147.12867000000026,6
38,2021-06-21 01:31:35.020844,-19.572815000000002,147.12869000000026,7
39,2021-06-21 01:31:35.125810,-19.572815000000002,147.12871000000027,11
40,2021-06-21 01:31:35.231089,-19.572815000000002,147.12873000000027,6
41,2021-06-21 01:31:35.332866,-19.572815000000002,147.12875000000028,8
42,2021-06-21 01:31:35.433748,-19.572815000000002,147.1287700000003,7
43,2021-06-21 01:31:35.538363,-19.572815000000002,147.1287900000003,11
44,2021-06-21 01:31:35.639252,-19.572815000000002,147.1288100000003,10
45,2021-06-21 01:31:35.740085,-19.572815000000002,147.1288300000003,11
0,2021-06-21 01:31:59.817477,-19.572835,147.12793000000002,8
1,2021-06-21 01:31:59.817956,-19.572835,147.12795000000003,11
2,2021-06-21 01:31:59.918467,-19.572835,147.12797000000003,10
3,2021-06-21 01:32:00.021152,-19.572835,147.12799000000004,13
4,2021-06-21 01:32:00.121708,-19.572835,147.12801000000005,7
5,2021-06-21 01:32:00.222912,-19.572835,147.12803000000005,3
6,2021-06-21 01:32:00.328465,-19.572835,147.12805000000006,12
7,2021-06-21 01:32:00.433593,-19.572835,147.12807000000006,4
8,2021-06-21 01:32:00.534387,-19.572835,147.12809000000007,5
9,2021-06-21 01:32:00.637135,-19.572835,147.12811000000008,10
10,2021-06-21 01:32:00.742422,-19.572835,147.12813000000008,11
11,2021-06-21 01:32:00.843618,-19.572835,147.1281500000001,8
12,2021-06-21 01:32:00.947171,-19.572835,147.1281700000001,6
13,2021-06-21 01:32:01.049822,-19.572835,147.1281900000001,14
14,2021-06-21 01:32:01.151978,-19.572835,147.1282100000001,10
15,2021-06-21 01:32:01.252783,-19.572835,147.12823000000012,2
16,2021-06-21 01:32:01.353749,-19.572835,147.12825000000012,7
17,2021-06-21 01:32:01.469431,-19.572835,147.12827000000013,8
18,2021-06-21 01:32:01.571298,-19.572835,147.12829000000013,8
19,2021-06-21 01:32:01.672891,-19.572835,147.12831000000014,7
20,2021-06-21 01:32:01.774727,-19.572835,147.12833000000015,5
21,2021-06-21 01:32:01.877139,-19.572835,147.12835000000015,10
22,2021-06-21 01:32:01.982555,-19.572835,147.12837000000016,9
23,2021-06-21 01:32:02.086071,-19.572835,147.12839000000017,8
24,2021-06-21 01:32:02.190418,-19.572835,147.12841000000017,11
25,2021-06-21 01:32:02.290954,-19.572835,147.12843000000018,7
26,2021-06-21 01:32:02.391798,-19.572835,147.12845000000019,8
27,2021-06-21 01:32:02.496813,-19.572835,147.1284700000002,7
28,2021-06-21 01:32:02.602121,-19.572835,147.1284900000002,7
29,2021-06-21 01:32:02.706325,-19.572835,147.1285100000002,13
30,2021-06-21 01:32:02.807278,-19.572835,147.1285300000002,7
31,2021-06-21 01:32:02.909001,-19.572835,147.12855000000022,8
32,2021-06-21 01:32:03.012470,-19.572835,147.12857000000022,8
33,2021-06-21 01:32:03.117324,-19.572835,147.12859000000023,10
34,2021-06-21 01:32:03.221835,-19.572835,147.12861000000024,8
35,2021-06-21 01:32:03.323854,-19.572835,147.12863000000024,11
36,2021-06-21 01:32:03.428922,-19.572835,147.12865000000025,7
37,2021-06-21 01:32:03.531835,-19.572835,147.12867000000026,8
38,2021-06-21 01:32:03.632382,-19.572835,147.12869000000026,11
39,2021-06-21 01:32:03.732962,-19.572835,147.12871000000027,11
40,2021-06-21 01:32:03.834500,-19.572835,147.12873000000027,8
41,2021-06-21 01:32:03.939620,-19.572835,147.12875000000028,9
42,2021-06-21 01:32:04.040977,-19.572835,147.1287700000003,10
43,2021-06-21 01:32:04.144542,-19.572835,147.1287900000003,4
44,2021-06-21 01:32:04.245045,-19.572835,147.1288100000003,9
45,2021-06-21 01:32:04.350241,-19.572835,147.1288300000003,7
0,2021-06-21 01:32:15.016319,-19.572855,147.12793000000002,8
1,2021-06-21 01:32:15.016774,-19.572855,147.12795000000003,10
2,2021-06-21 01:32:15.117562,-19.572855,147.12797000000003,10
3,2021-06-21 01:32:15.220849,-19.572855,147.12799000000004,7
4,2021-06-21 01:32:15.321209,-19.572855,147.12801000000005,9
5,2021-06-21 01:32:15.424823,-19.572855,147.12803000000005,6
6,2021-06-21 01:32:15.528874,-19.572855,147.12805000000006,4
7,2021-06-21 01:32:15.632714,-19.572855,147.12807000000006,6
8,2021-06-21 01:32:15.733376,-19.572855,147.12809000000007,9
9,2021-06-21 01:32:15.834073,-19.572855,147.12811000000008,8
10,2021-06-21 01:32:15.937458,-19.572855,147.12813000000008,5
11,2021-06-21 01:32:16.038112,-19.572855,147.1281500000001,9
12,2021-06-21 01:32:16.142000,-19.572855,147.1281700000001,13
13,2021-06-21 01:32:16.247295,-19.572855,147.1281900000001,9
14,2021-06-21 01:32:16.350449,-19.572855,147.1282100000001,7
15,2021-06-21 01:32:16.450957,-19.572855,147.12823000000012,7
16,2021-06-21 01:32:16.555587,-19.572855,147.12825000000012,11
17,2021-06-21 01:32:16.659505,-19.572855,147.12827000000013,6
18,2021-06-21 01:32:16.760047,-19.572855,147.12829000000013,13
19,2021-06-21 01:32:16.864279,-19.572855,147.12831000000014,12
20,2021-06-21 01:32:16.964696,-19.572855,147.12833000000015,11
21,2021-06-21 01:32:17.067097,-19.572855,147.12835000000015,11
22,2021-06-21 01:32:17.171094,-19.572855,147.12837000000016,10
23,2021-06-21 01:32:17.271803,-19.572855,147.12839000000017,11
24,2021-06-21 01:32:17.376626,-19.572855,147.12841000000017,8
25,2021-06-21 01:32:17.477400,-19.572855,147.12843000000018,5
26,2021-06-21 01:32:17.578133,-19.572855,147.12845000000019,8
27,2021-06-21 01:32:17.682655,-19.572855,147.1284700000002,12
28,2021-06-21 01:32:17.783428,-19.572855,147.1284900000002,10
29,2021-06-21 01:32:17.887482,-19.572855,147.1285100000002,10
30,2021-06-21 01:32:17.991233,-19.572855,147.1285300000002,6
31,2021-06-21 01:32:18.091964,-19.572855,147.12855000000022,10
32,2021-06-21 01:32:18.192506,-19.572855,147.12857000000022,2
33,2021-06-21 01:32:18.296431,-19.572855,147.12859000000023,9
34,2021-06-21 01:32:18.401257,-19.572855,147.12861000000024,7
35,2021-06-21 01:32:18.504705,-19.572855,147.12863000000024,11
36,2021-06-21 01:32:18.605321,-19.572855,147.12865000000025,9
37,2021-06-21 01:32:18.706009,-19.572855,147.12867000000026,6
38,2021-06-21 01:32:18.808065,-19.572855,147.12869000000026,7
39,2021-06-21 01:32:18.910032,-19.572855,147.12871000000027,9
40,2021-06-21 01:32:19.011351,-19.572855,147.12873000000027,4
41,2021-06-21 01:32:19.116091,-19.572855,147.12875000000028,6
42,2021-06-21 01:32:19.217066,-19.572855,147.1287700000003,4
43,2021-06-21 01:32:19.317505,-19.572855,147.1287900000003,13
44,2021-06-21 01:32:19.417912,-19.572855,147.1288100000003,5
45,2021-06-21 01:32:19.518388,-19.572855,147.1288300000003,10
0,2021-06-21 01:32:27.530497,-19.572875,147.12793000000002,8
1,2021-06-21 01:32:27.530890,-19.572875,147.12795000000003,10
2,2021-06-21 01:32:27.633737,-19.572875,147.12797000000003,3
3,2021-06-21 01:32:27.734770,-19.572875,147.12799000000004,7
4,2021-06-21 01:32:27.835683,-19.572875,147.12801000000005,6
5,2021-06-21 01:32:27.936187,-19.572875,147.12803000000005,8
6,2021-06-21 01:32:28.039075,-19.572875,147.12805000000006,11
7,2021-06-21 01:32:28.141050,-19.572875,147.12807000000006,4
8,2021-06-21 01:32:28.242499,-19.572875,147.12809000000007,4
9,2021-06-21 01:32:28.346853,-19.572875,147.12811000000008,8
10,2021-06-21 01:32:28.450335,-19.572875,147.12813000000008,7
11,2021-06-21 01:32:28.550737,-19.572875,147.1281500000001,8
12,2021-06-21 01:32:28.651845,-19.572875,147.1281700000001,9
13,2021-06-21 01:32:28.753150,-19.572875,147.1281900000001,7
14,2021-06-21 01:32:28.853546,-19.572875,147.1282100000001,7
15,2021-06-21 01:32:28.955806,-19.572875,147.12823000000012,10
16,2021-06-21 01:32:29.056341,-19.572875,147.12825000000012,8
17,2021-06-21 01:32:29.159448,-19.572875,147.12827000000013,7
18,2021-06-21 01:32:29.259999,-19.572875,147.12829000000013,4
19,2021-06-21 01:32:29.363906,-19.572875,147.12831000000014,7
20,2021-06-21 01:32:29.464378,-19.572875,147.12833000000015,6
21,2021-06-21 01:32:29.569318,-19.572875,147.12835000000015,11
22,2021-06-21 01:32:29.670495,-19.572875,147.12837000000016,14
23,2021-06-21 01:32:29.774439,-19.572875,147.12839000000017,9
24,2021-06-21 01:32:29.874834,-19.572875,147.12841000000017,7
25,2021-06-21 01:32:29.975239,-19.572875,147.12843000000018,8
26,2021-06-21 01:32:30.077420,-19.572875,147.12845000000019,7
27,2021-06-21 01:32:30.182515,-19.572875,147.1284700000002,10
28,2021-06-21 01:32:30.283154,-19.572875,147.1284900000002,6
29,2021-06-21 01:32:30.383632,-19.572875,147.1285100000002,8
30,2021-06-21 01:32:30.484161,-19.572875,147.1285300000002,3
31,2021-06-21 01:32:30.584578,-19.572875,147.12855000000022,9
32,2021-06-21 01:32:30.687469,-19.572875,147.12857000000022,8
33,2021-06-21 01:32:30.787940,-19.572875,147.12859000000023,10
34,2021-06-21 01:32:30.888540,-19.572875,147.12861000000024,7
35,2021-06-21 01:32:30.989164,-19.572875,147.12863000000024,6
36,2021-06-21 01:32:31.092074,-19.572875,147.12865000000025,4
37,2021-06-21 01:32:31.192491,-19.572875,147.12867000000026,13
