indexNumber,time,latitude,longitude,resultNumber
14,2021-06-21 01:12:33.794446,-19.572315,147.1282700000001,10
15,2021-06-21 01:12:33.898344,-19.572315,147.1282900000001,7
16,2021-06-21 01:12:34.002571,-19.572315,147.1283100000001,7
17,2021-06-21 01:12:34.103283,-19.572315,147.12833000000012,3
18,2021-06-21 01:12:34.208513,-19.572315,147.12835000000013,9
19,2021-06-21 01:12:34.309391,-19.572315,147.12837000000013,9
20,2021-06-21 01:12:34.409941,-19.572315,147.12839000000014,7
21,2021-06-21 01:12:34.514089,-19.572315,147.12841000000014,4
22,2021-06-21 01:12:34.614776,-19.572315,147.12843000000015,9
23,2021-06-21 01:12:34.716606,-19.572315,147.12845000000016,9
24,2021-06-21 01:12:34.819104,-19.572315,147.12847000000016,11
25,2021-06-21 01:12:34.919571,-19.572315,147.12849000000017,9
26,2021-06-21 01:12:35.024985,-19.572315,147.12851000000018,7
27,2021-06-21 01:12:35.129904,-19.572315,147.12853000000018,11
28,2021-06-21 01:12:35.231331,-19.572315,147.1285500000002,11
29,2021-06-21 01:12:35.331905,-19.572315,147.1285700000002,10
0,2021-06-21 01:11:34.685088,-19.572335,147.12799,8
1,2021-06-21 01:11:34.685500,-19.572335,147.12801000000002,7
2,2021-06-21 01:11:34.786869,-19.572335,147.12803000000002,8
3,2021-06-21 01:11:34.887446,-19.572335,147.12805000000003,3
4,2021-06-21 01:11:34.988526,-19.572335,147.12807000000004,8
5,2021-06-21 01:11:35.089601,-19.572335,147.12809000000004,6
6,2021-06-21 01:11:35.193586,-19.572335,147.12811000000005,6
7,2021-06-21 01:11:35.294470,-19.572335,147.12813000000006,6
8,2021-06-21 01:11:35.399291,-19.572335,147.12815000000006,3
9,2021-06-21 01:11:35.499851,-19.572335,147.12817000000007,6
10,2021-06-21 01:11:35.601741,-19.572335,147.12819000000007,4
11,2021-06-21 01:11:35.702921,-19.572335,147.12821000000008,10
12,2021-06-21 01:11:35.806678,-19.572335,147.1282300000001,10
13,2021-06-21 01:11:35.909804,-19.572335,147.1282500000001,8
14,2021-06-21 01:11:36.012795,-19.572335,147.1282700000001,7
15,2021-06-21 01:11:36.114716,-19.572335,147.1282900000001,12
16,2021-06-21 01:11:36.215297,-19.572335,147.1283100000001,8
17,2021-06-21 01:11:36.315699,-19.572335,147.12833000000012,9
18,2021-06-21 01:11:36.419342,-19.572335,147.12835000000013,10
19,2021-06-21 01:11:36.519985,-19.572335,147.12837000000013,9
20,2021-06-21 01:11:36.625152,-19.572335,147.12839000000014,8
21,2021-06-21 01:11:36.726715,-19.572335,147.12841000000014,4
22,2021-06-21 01:11:36.827799,-19.572335,147.12843000000015,11
23,2021-06-21 01:11:36.928845,-19.572335,147.12845000000016,7
24,2021-06-21 01:11:37.032520,-19.572335,147.12847000000016,4
25,2021-06-21 01:11:37.132927,-19.572335,147.12849000000017,5
26,2021-06-21 01:11:37.234572,-19.572335,147.12851000000018,9
27,2021-06-21 01:11:37.340111,-19.572335,147.12853000000018,9
28,2021-06-21 01:11:37.442983,-19.572335,147.1285500000002,7
29,2021-06-21 01:11:37.544670,-19.572335,147.1285700000002,8
30,2021-06-21 01:11:37.645521,-19.572335,147.1285900000002,5
31,2021-06-21 01:11:37.746988,-19.572335,147.1286100000002,9
32,2021-06-21 01:11:37.847725,-19.572335,147.12863000000021,6
33,2021-06-21 01:11:37.948650,-19.572335,147.12865000000022,7
34,2021-06-21 01:11:38.052135,-19.572335,147.12867000000023,13
35,2021-06-21 01:11:38.152579,-19.572335,147.12869000000023,12
36,2021-06-21 01:11:38.256027,-19.572335,147.12871000000024,10
37,2021-06-21 01:11:38.360722,-19.572335,147.12873000000025,2
0,2021-06-21 01:13:17.470793,-19.572355,147.12799,8
1,2021-06-21 01:13:17.471192,-19.572355,147.12801000000002,11
2,2021-06-21 01:13:17.572893,-19.572355,147.12803000000002,7
3,2021-06-21 01:13:17.674579,-19.572355,147.12805000000003,7
4,2021-06-21 01:13:17.775341,-19.572355,147.12807000000004,12
5,2021-06-21 01:13:17.878328,-19.572355,147.12809000000004,5
6,2021-06-21 01:13:17.982866,-19.572355,147.12811000000005,8
7,2021-06-21 01:13:18.083449,-19.572355,147.12813000000006,4
8,2021-06-21 01:13:18.184672,-19.572355,147.12815000000006,6
9,2021-06-21 01:13:18.285412,-19.572355,147.12817000000007,11
10,2021-06-21 01:13:18.385908,-19.572355,147.12819000000007,7
11,2021-06-21 01:13:18.490904,-19.572355,147.12821000000008,6
12,2021-06-21 01:13:18.591450,-19.572355,147.1282300000001,12
13,2021-06-21 01:13:18.691882,-19.572355,147.1282500000001,7
14,2021-06-21 01:13:18.793124,-19.572355,147.1282700000001,10
15,2021-06-21 01:13:18.895575,-19.572355,147.1282900000001,10
16,2021-06-21 01:13:19.000915,-19.572355,147.1283100000001,3
17,2021-06-21 01:13:19.101611,-19.572355,147.12833000000012,8
18,2021-06-21 01:13:19.202139,-19.572355,147.12835000000013,9
19,2021-06-21 01:13:19.306281,-19.572355,147.12837000000013,7
20,2021-06-21 01:13:19.407336,-19.572355,147.12839000000014,2
21,2021-06-21 01:13:19.511051,-19.572355,147.12841000000014,4
22,2021-06-21 01:13:19.615038,-19.572355,147.12843000000015,11
23,2021-06-21 01:13:19.715570,-19.572355,147.12845000000016,9
24,2021-06-21 01:13:19.816053,-19.572355,147.12847000000016,11
25,2021-06-21 01:13:19.919938,-19.572355,147.12849000000017,6
26,2021-06-21 01:13:20.022863,-19.572355,147.12851000000018,4
27,2021-06-21 01:13:20.123515,-19.572355,147.12853000000018,7
28,2021-06-21 01:13:20.224042,-19.572355,147.1285500000002,12
29,2021-06-21 01:13:20.325305,-19.572355,147.1285700000002,4
30,2021-06-21 01:13:20.429608,-19.572355,147.1285900000002,9
31,2021-06-21 01:13:20.531948,-19.572355,147.1286100000002,3
32,2021-06-21 01:13:20.633626,-19.572355,147.12863000000021,5
33,2021-06-21 01:13:20.734113,-19.572355,147.12865000000022,10
34,2021-06-21 01:13:20.839528,-19.572355,147.12867000000023,7
35,2021-06-21 01:13:20.940652,-19.572355,147.12869000000023,7
36,2021-06-21 01:13:21.041350,-19.572355,147.12871000000024,9
37,2021-06-21 01:13:21.141989,-19.572355,147.12873000000025,7
38,2021-06-21 01:13:21.243509,-19.572355,147.12875000000025,8
39,2021-06-21 01:13:21.344039,-19.572355,147.12877000000026,9
40,2021-06-21 01:13:21.445257,-19.572355,147.12879000000027,8
41,2021-06-21 01:13:21.546767,-19.572355,147.12881000000027,8
42,2021-06-21 01:13:21.650961,-19.572355,147.12883000000028,10
43,2021-06-21 01:13:21.751549,-19.572355,147.12885000000028,7
44,2021-06-21 01:13:21.855357,-19.572355,147.1288700000003,4
45,2021-06-21 01:13:21.957076,-19.572355,147.1288900000003,7
0,2021-06-21 01:13:43.135693,-19.572375,147.12799,8
1,2021-06-21 01:13:43.136103,-19.572375,147.12801000000002,11
2,2021-06-21 01:13:43.238213,-19.572375,147.12803000000002,7
3,2021-06-21 01:13:43.339526,-19.572375,147.12805000000003,8
4,2021-06-21 01:13:43.440608,-19.572375,147.12807000000004,11
5,2021-06-21 01:13:43.541113,-19.572375,147.12809000000004,9
6,2021-06-21 01:13:43.642519,-19.572375,147.12811000000005,8
7,2021-06-21 01:13:43.743055,-19.572375,147.12813000000006,8
8,2021-06-21 01:13:43.844182,-19.572375,147.12815000000006,9
9,2021-06-21 01:13:43.949768,-19.572375,147.12817000000007,6
10,2021-06-21 01:13:44.050588,-19.572375,147.12819000000007,8
11,2021-06-21 01:13:44.151591,-19.572375,147.12821000000008,10
12,2021-06-21 01:13:44.256788,-19.572375,147.1282300000001,6
13,2021-06-21 01:13:44.357318,-19.572375,147.1282500000001,9
14,2021-06-21 01:13:44.461440,-19.572375,147.1282700000001,10
15,2021-06-21 01:13:44.564392,-19.572375,147.1282900000001,6
16,2021-06-21 01:13:44.664866,-19.572375,147.1283100000001,7
17,2021-06-21 01:13:44.770136,-19.572375,147.12833000000012,7
18,2021-06-21 01:13:44.873242,-19.572375,147.12835000000013,10
19,2021-06-21 01:13:44.977285,-19.572375,147.12837000000013,10
20,2021-06-21 01:13:45.077781,-19.572375,147.12839000000014,11
21,2021-06-21 01:13:45.183405,-19.572375,147.12841000000014,7
22,2021-06-21 01:13:45.288419,-19.572375,147.12843000000015,8
23,2021-06-21 01:13:45.390375,-19.572375,147.12845000000016,4
24,2021-06-21 01:13:45.492634,-19.572375,147.12847000000016,13
25,2021-06-21 01:13:45.593732,-19.572375,147.12849000000017,10
26,2021-06-21 01:13:45.695787,-19.572375,147.12851000000018,4
27,2021-06-21 01:13:45.799041,-19.572375,147.12853000000018,10
28,2021-06-21 01:13:45.900698,-19.572375,147.1285500000002,13
29,2021-06-21 01:13:46.006325,-19.572375,147.1285700000002,9
30,2021-06-21 01:13:46.107019,-19.572375,147.1285900000002,5
31,2021-06-21 01:13:46.207999,-19.572375,147.1286100000002,6
32,2021-06-21 01:13:46.311949,-19.572375,147.12863000000021,14
33,2021-06-21 01:13:46.416454,-19.572375,147.12865000000022,5
34,2021-06-21 01:13:46.517542,-19.572375,147.12867000000023,2
35,2021-06-21 01:13:46.620110,-19.572375,147.12869000000023,8
36,2021-06-21 01:13:46.722836,-19.572375,147.12871000000024,5
37,2021-06-21 01:13:46.823313,-19.572375,147.12873000000025,8
38,2021-06-21 01:13:46.926423,-19.572375,147.12875000000025,6
39,2021-06-21 01:13:47.027218,-19.572375,147.12877000000026,6
40,2021-06-21 01:13:47.128031,-19.572375,147.12879000000027,9
41,2021-06-21 01:13:47.232037,-19.572375,147.12881000000027,11
42,2021-06-21 01:13:47.335994,-19.572375,147.12883000000028,7
43,2021-06-21 01:13:47.439308,-19.572375,147.12885000000028,10
44,2021-06-21 01:13:47.540194,-19.572375,147.1288700000003,13
45,2021-06-21 01:13:47.643442,-19.572375,147.1288900000003,8
0,2021-06-21 01:14:01.320897,-19.572395,147.12799,8
1,2021-06-21 01:14:01.321299,-19.572395,147.12801000000002,10
2,2021-06-21 01:14:01.422503,-19.572395,147.12803000000002,11
3,2021-06-21 01:14:01.525190,-19.572395,147.12805000000003,7
4,2021-06-21 01:14:01.630025,-19.572395,147.12807000000004,10
5,2021-06-21 01:14:01.731687,-19.572395,147.12809000000004,10
6,2021-06-21 01:14:01.832450,-19.572395,147.12811000000005,5
7,2021-06-21 01:14:01.935835,-19.572395,147.12813000000006,8
8,2021-06-21 01:14:02.038785,-19.572395,147.12815000000006,12
9,2021-06-21 01:14:02.142064,-19.572395,147.12817000000007,13
10,2021-06-21 01:14:02.243212,-19.572395,147.12819000000007,8
11,2021-06-21 01:14:02.347075,-19.572395,147.12821000000008,11
12,2021-06-21 01:14:02.450959,-19.572395,147.1282300000001,7
13,2021-06-21 01:14:02.555176,-19.572395,147.1282500000001,9
14,2021-06-21 01:14:02.656586,-19.572395,147.1282700000001,7
15,2021-06-21 01:14:02.757275,-19.572395,147.1282900000001,8
16,2021-06-21 01:14:02.857666,-19.572395,147.1283100000001,3
17,2021-06-21 01:14:02.959103,-19.572395,147.12833000000012,9
18,2021-06-21 01:14:03.062675,-19.572395,147.12835000000013,11
19,2021-06-21 01:14:03.163145,-19.572395,147.12837000000013,8
20,2021-06-21 01:14:03.267417,-19.572395,147.12839000000014,8
21,2021-06-21 01:14:03.369198,-19.572395,147.12841000000014,6
22,2021-06-21 01:14:03.472758,-19.572395,147.12843000000015,8
23,2021-06-21 01:14:03.576072,-19.572395,147.12845000000016,2
24,2021-06-21 01:14:03.680664,-19.572395,147.12847000000016,5
25,2021-06-21 01:14:03.781613,-19.572395,147.12849000000017,6
26,2021-06-21 01:14:03.882968,-19.572395,147.12851000000018,9
27,2021-06-21 01:14:03.983268,-19.572395,147.12853000000018,6
28,2021-06-21 01:14:04.087167,-19.572395,147.1285500000002,5
29,2021-06-21 01:14:04.189643,-19.572395,147.1285700000002,8
30,2021-06-21 01:14:04.291413,-19.572395,147.1285900000002,9
31,2021-06-21 01:14:04.392913,-19.572395,147.1286100000002,7
32,2021-06-21 01:14:04.493332,-19.572395,147.12863000000021,8
33,2021-06-21 01:14:04.598863,-19.572395,147.12865000000022,6
34,2021-06-21 01:14:04.699922,-19.572395,147.12867000000023,8
35,2021-06-21 01:14:04.805259,-19.572395,147.12869000000023,5
36,2021-06-21 01:14:04.909737,-19.572395,147.12871000000024,11
37,2021-06-21 01:14:05.012379,-19.572395,147.12873000000025,7
38,2021-06-21 01:14:05.115025,-19.572395,147.12875000000025,5
39,2021-06-21 01:14:05.215745,-19.572395,147.12877000000026,8
40,2021-06-21 01:14:05.316808,-19.572395,147.12879000000027,11
41,2021-06-21 01:14:05.418112,-19.572395,147.12881000000027,7
42,2021-06-21 01:14:05.522275,-19.572395,147.12883000000028,8
43,2021-06-21 01:14:05.627701,-19.572395,147.12885000000028,7
44,2021-06-21 01:14:05.728268,-19.572395,147.1288700000003,8
45,2021-06-21 01:14:05.833306,-19.572395,147.1288900000003,7
0,2021-06-21 01:16:39.224733,-19.572415,147.12799,8
1,2021-06-21 01:16:39.225146,-19.572415,147.12801000000002,4
2,2021-06-21 01:16:39.327322,-19.572415,147.12803000000002,9
3,2021-06-21 01:16:39.428117,-19.572415,147.12805000000003,6
4,2021-06-21 01:16:39.528717,-19.572415,147.12807000000004,8
5,2021-06-21 01:16:39.633852,-19.572415,147.12809000000004,9
6,2021-06-21 01:16:39.737771,-19.572415,147.12811000000005,5
7,2021-06-21 01:16:39.843348,-19.572415,147.12813000000006,8
8,2021-06-21 01:16:39.959909,-19.572415,147.12815000000006,9
9,2021-06-21 01:16:40.064271,-19.572415,147.12817000000007,7
10,2021-06-21 01:16:40.169086,-19.572415,147.12819000000007,8
11,2021-06-21 01:16:40.271197,-19.572415,147.12821000000008,8
12,2021-06-21 01:16:40.373808,-19.572415,147.1282300000001,5
13,2021-06-21 01:16:40.476174,-19.572415,147.1282500000001,10
14,2021-06-21 01:16:40.577628,-19.572415,147.1282700000001,13
15,2021-06-21 01:16:40.679917,-19.572415,147.1282900000001,8
16,2021-06-21 01:16:40.784742,-19.572415,147.1283100000001,8
17,2021-06-21 01:16:40.887797,-19.572415,147.12833000000012,3
18,2021-06-21 01:16:40.992224,-19.572415,147.12835000000013,13
19,2021-06-21 01:16:41.093104,-19.572415,147.12837000000013,10
20,2021-06-21 01:16:41.193671,-19.572415,147.12839000000014,6
21,2021-06-21 01:16:41.299206,-19.572415,147.12841000000014,3
22,2021-06-21 01:16:41.402927,-19.572415,147.12843000000015,2
23,2021-06-21 01:16:41.503410,-19.572415,147.12845000000016,5
24,2021-06-21 01:16:41.603901,-19.572415,147.12847000000016,10
25,2021-06-21 01:16:41.704471,-19.572415,147.12849000000017,9
26,2021-06-21 01:16:41.805370,-19.572415,147.12851000000018,6
27,2021-06-21 01:16:41.908494,-19.572415,147.12853000000018,7
28,2021-06-21 01:16:42.014089,-19.572415,147.1285500000002,7
29,2021-06-21 01:16:42.118476,-19.572415,147.1285700000002,12
30,2021-06-21 01:16:42.223365,-19.572415,147.1285900000002,9
31,2021-06-21 01:16:42.326046,-19.572415,147.1286100000002,4
32,2021-06-21 01:16:42.427045,-19.572415,147.12863000000021,2
33,2021-06-21 01:16:42.527677,-19.572415,147.12865000000022,10
34,2021-06-21 01:16:42.628444,-19.572415,147.12867000000023,7
35,2021-06-21 01:16:42.729093,-19.572415,147.12869000000023,8
36,2021-06-21 01:16:42.833821,-19.572415,147.12871000000024,9
37,2021-06-21 01:16:42.938554,-19.572415,147.12873000000025,7
38,2021-06-21 01:16:43.039405,-19.572415,147.12875000000025,6
39,2021-06-21 01:16:43.143224,-19.572415,147.12877000000026,7
40,2021-06-21 01:16:43.247596,-19.572415,147.12879000000027,11
41,2021-06-21 01:16:43.351303,-19.572415,147.12881000000027,5
42,2021-06-21 01:16:43.455509,-19.572415,147.12883000000028,9
43,2021-06-21 01:16:43.555915,-19.572415,147.12885000000028,9
44,2021-06-21 01:16:43.656974,-19.572415,147.1288700000003,8
45,2021-06-21 01:16:43.757482,-19.572415,147.1288900000003,12
0,2021-06-21 01:17:13.150433,-19.572435,147.12799,8
1,2021-06-21 01:17:13.150975,-19.572435,147.12801000000002,11
2,2021-06-21 01:17:13.252677,-19.572435,147.12803000000002,5
3,2021-06-21 01:17:13.353840,-19.572435,147.12805000000003,8
4,2021-06-21 01:17:13.455229,-19.572435,147.12807000000004,11
5,2021-06-21 01:17:13.558942,-19.572435,147.12809000000004,7
6,2021-06-21 01:17:13.659610,-19.572435,147.12811000000005,10
7,2021-06-21 01:17:13.760153,-19.572435,147.12813000000006,13
8,2021-06-21 01:17:13.861689,-19.572435,147.12815000000006,8
9,2021-06-21 01:17:13.966748,-19.572435,147.12817000000007,9
10,2021-06-21 01:17:14.070165,-19.572435,147.12819000000007,6
11,2021-06-21 01:17:14.170576,-19.572435,147.12821000000008,10
12,2021-06-21 01:17:14.272041,-19.572435,147.1282300000001,5
13,2021-06-21 01:17:14.376711,-19.572435,147.1282500000001,6
14,2021-06-21 01:17:14.479086,-19.572435,147.1282700000001,12
15,2021-06-21 01:17:14.584426,-19.572435,147.1282900000001,7
16,2021-06-21 01:17:14.689773,-19.572435,147.1283100000001,14
17,2021-06-21 01:17:14.792990,-19.572435,147.12833000000012,10
18,2021-06-21 01:17:14.896987,-19.572435,147.12835000000013,4
19,2021-06-21 01:17:14.999022,-19.572435,147.12837000000013,12
20,2021-06-21 01:17:15.103916,-19.572435,147.12839000000014,6
21,2021-06-21 01:17:15.207891,-19.572435,147.12841000000014,10
22,2021-06-21 01:17:15.309930,-19.572435,147.12843000000015,7
23,2021-06-21 01:17:15.413259,-19.572435,147.12845000000016,5
24,2021-06-21 01:17:15.515594,-19.572435,147.12847000000016,4
25,2021-06-21 01:17:15.616240,-19.572435,147.12849000000017,10
26,2021-06-21 01:17:15.720246,-19.572435,147.12851000000018,11
27,2021-06-21 01:17:15.820649,-19.572435,147.12853000000018,9
28,2021-06-21 01:17:15.921103,-19.572435,147.1285500000002,9
29,2021-06-21 01:17:16.023138,-19.572435,147.1285700000002,7
30,2021-06-21 01:17:16.124111,-19.572435,147.1285900000002,6
31,2021-06-21 01:17:16.226031,-19.572435,147.1286100000002,6
32,2021-06-21 01:17:16.326684,-19.572435,147.12863000000021,12
33,2021-06-21 01:17:16.427519,-19.572435,147.12865000000022,8
34,2021-06-21 01:17:16.532812,-19.572435,147.12867000000023,8
35,2021-06-21 01:17:16.633972,-19.572435,147.12869000000023,7
36,2021-06-21 01:17:16.737073,-19.572435,147.12871000000024,11
37,2021-06-21 01:17:16.837964,-19.572435,147.12873000000025,7
38,2021-06-21 01:17:16.940772,-19.572435,147.12875000000025,4
39,2021-06-21 01:17:17.041355,-19.572435,147.12877000000026,12
40,2021-06-21 01:17:17.142131,-19.572435,147.12879000000027,9
41,2021-06-21 01:17:17.243138,-19.572435,147.12881000000027,10
42,2021-06-21 01:17:17.345813,-19.572435,147.12883000000028,11
43,2021-06-21 01:17:17.450375,-19.572435,147.12885000000028,10
44,2021-06-21 01:17:17.552339,-19.572435,147.1288700000003,8
45,2021-06-21 01:17:17.652861,-19.572435,147.1288900000003,10
0,2021-06-21 01:17:35.518151,-19.572455,147.12799,8
1,2021-06-21 01:17:35.518764,-19.572455,147.12801000000002,11
2,2021-06-21 01:17:35.624626,-19.572455,147.12803000000002,9
3,2021-06-21 01:17:35.725651,-19.572455,147.12805000000003,6
4,2021-06-21 01:17:35.829712,-19.572455,147.12807000000004,4
5,2021-06-21 01:17:35.933995,-19.572455,147.12809000000004,7
6,2021-06-21 01:17:36.038857,-19.572455,147.12811000000005,7
7,2021-06-21 01:17:36.143044,-19.572455,147.12813000000006,8
8,2021-06-21 01:17:36.248529,-19.572455,147.12815000000006,10
9,2021-06-21 01:17:36.349992,-19.572455,147.12817000000007,11
10,2021-06-21 01:17:36.450586,-19.572455,147.12819000000007,7
11,2021-06-21 01:17:36.553379,-19.572455,147.12821000000008,5
12,2021-06-21 01:17:36.656574,-19.572455,147.1282300000001,9
13,2021-06-21 01:17:36.758325,-19.572455,147.1282500000001,8
14,2021-06-21 01:17:36.861544,-19.572455,147.1282700000001,5
15,2021-06-21 01:17:36.965759,-19.572455,147.1282900000001,11
16,2021-06-21 01:17:37.066809,-19.572455,147.1283100000001,11
17,2021-06-21 01:17:37.170745,-19.572455,147.12833000000012,5
18,2021-06-21 01:17:37.275911,-19.572455,147.12835000000013,7
19,2021-06-21 01:17:37.376591,-19.572455,147.12837000000013,10
20,2021-06-21 01:17:37.480950,-19.572455,147.12839000000014,13
21,2021-06-21 01:17:37.583455,-19.572455,147.12841000000014,6
22,2021-06-21 01:17:37.685773,-19.572455,147.12843000000015,13
23,2021-06-21 01:17:37.786760,-19.572455,147.12845000000016,9
24,2021-06-21 01:17:37.887273,-19.572455,147.12847000000016,6
25,2021-06-21 01:17:37.988807,-19.572455,147.12849000000017,5
26,2021-06-21 01:17:38.091803,-19.572455,147.12851000000018,10
27,2021-06-21 01:17:38.195999,-19.572455,147.12853000000018,10
28,2021-06-21 01:17:38.299192,-19.572455,147.1285500000002,8
29,2021-06-21 01:17:38.401186,-19.572455,147.1285700000002,4
30,2021-06-21 01:17:38.501691,-19.572455,147.1285900000002,5
31,2021-06-21 01:17:38.602084,-19.572455,147.1286100000002,10
32,2021-06-21 01:17:38.702868,-19.572455,147.12863000000021,7
33,2021-06-21 01:17:38.803552,-19.572455,147.12865000000022,11
34,2021-06-21 01:17:38.906594,-19.572455,147.12867000000023,11
35,2021-06-21 01:17:39.008079,-19.572455,147.12869000000023,9
36,2021-06-21 01:17:39.110107,-19.572455,147.12871000000024,11
37,2021-06-21 01:17:39.212070,-19.572455,147.12873000000025,9
38,2021-06-21 01:17:39.315955,-19.572455,147.12875000000025,12
39,2021-06-21 01:17:39.418872,-19.572455,147.12877000000026,6
40,2021-06-21 01:17:39.520312,-19.572455,147.12879000000027,8
41,2021-06-21 01:17:39.623153,-19.572455,147.12881000000027,8
42,2021-06-21 01:17:39.728707,-19.572455,147.12883000000028,7
43,2021-06-21 01:17:39.832486,-19.572455,147.12885000000028,10
44,2021-06-21 01:17:39.934660,-19.572455,147.1288700000003,6
45,2021-06-21 01:17:40.035784,-19.572455,147.1288900000003,3
0,2021-06-21 01:17:54.964758,-19.572475,147.12799,8
1,2021-06-21 01:17:54.965158,-19.572475,147.12801000000002,4
2,2021-06-21 01:17:55.066351,-19.572475,147.12803000000002,10
3,2021-06-21 01:17:55.170018,-19.572475,147.12805000000003,11
4,2021-06-21 01:17:55.275666,-19.572475,147.12807000000004,11
5,2021-06-21 01:17:55.377587,-19.572475,147.12809000000004,12
6,2021-06-21 01:17:55.482476,-19.572475,147.12811000000005,9
7,2021-06-21 01:17:55.582907,-19.572475,147.12813000000006,8
8,2021-06-21 01:17:55.687930,-19.572475,147.12815000000006,11
9,2021-06-21 01:17:55.788281,-19.572475,147.12817000000007,9
10,2021-06-21 01:17:55.901968,-19.572475,147.12819000000007,4
11,2021-06-21 01:17:56.002411,-19.572475,147.12821000000008,11
12,2021-06-21 01:17:56.102784,-19.572475,147.1282300000001,11
13,2021-06-21 01:17:56.204380,-19.572475,147.1282500000001,2
14,2021-06-21 01:17:56.309931,-19.572475,147.1282700000001,11
15,2021-06-21 01:17:56.414843,-19.572475,147.1282900000001,2
16,2021-06-21 01:17:56.515532,-19.572475,147.1283100000001,2
17,2021-06-21 01:17:56.618901,-19.572475,147.12833000000012,12
18,2021-06-21 01:17:56.719482,-19.572475,147.12835000000013,9
19,2021-06-21 01:17:56.821852,-19.572475,147.12837000000013,8
20,2021-06-21 01:17:56.923910,-19.572475,147.12839000000014,8
21,2021-06-21 01:17:57.026677,-19.572475,147.12841000000014,9
22,2021-06-21 01:17:57.131761,-19.572475,147.12843000000015,12
23,2021-06-21 01:17:57.236235,-19.572475,147.12845000000016,8
24,2021-06-21 01:17:57.341098,-19.572475,147.12847000000016,9
